사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
24-Oct,2호선,250,용두(동대문구청),56,0,"1,205",110,"1,884","1,007","5,717","2,708","9,353","5,741","5,239","4,107","4,266","4,232","4,362","4,187","4,852","4,211","5,026","4,720","5,407","4,567","5,401","5,042","5,917","5,132","5,375","5,976","5,494","8,976","2,712","5,807","1,921","3,886","1,787","3,331",889,"2,401",403,"1,415",54,502,0,6,0,0,0,0
24-Oct,3호선,309,지축,24,0,"3,643",422,"12,662","4,883","33,061","6,532","33,358","12,211","19,296","8,180","13,554","6,715","11,237","6,931","12,017","8,287","11,426","9,872","10,676","9,211","11,340","12,361","12,688","15,431","12,735","21,495","11,396","31,306","7,593","24,721","5,783","17,030","5,091","15,006","3,982","12,252","1,833","6,866",288,"1,239",0,0,0,0,0,0
24-Oct,3호선,310,구파발,184,2,"13,621","1,608","34,989","11,265","86,426","23,869","84,593","33,867","51,197","33,370","36,675","32,541","35,154","29,417","36,384","30,329","34,774","32,010","35,719","32,408","40,564","34,292","46,296","41,504","44,322","52,211","35,148","77,390","22,449","63,996","17,671","38,030","14,598","33,384","11,714","29,679","3,164","20,565",585,"7,742",0,473,0,0,0,0
24-Oct,3호선,311,연신내,370,7,"27,083","2,061","49,998","13,720","119,161","22,802","140,991","36,832","86,237","36,745","62,072","36,567","58,999","38,730","61,371","41,027","57,585","43,550","53,290","48,082","53,662","58,834","59,402","69,554","53,403","89,848","48,427","129,650","33,753","107,676","27,731","66,825","23,415","60,518","19,143","51,884","8,916","33,382","1,397","10,828",5,9,0,0,0,0
24-Oct,3호선,312,불광,26,3,"10,375","1,721","19,972","7,441","54,139","12,362","64,991","33,986","40,302","30,875","30,226","27,059","28,093","25,965","29,498","28,358","29,262","30,964","29,051","30,123","30,789","34,088","32,133","38,452","31,360","45,317","32,138","62,179","18,377","48,564","14,430","30,350","11,751","27,591","7,679","23,755","3,373","14,327",453,"4,278",0,0,0,0,0,0
24-Oct,3호선,313,녹번,54,1,"10,422",516,"26,539","3,579","71,793","8,067","78,241","17,448","45,208","11,682","30,561","10,131","25,375","11,106","25,217","12,894","22,300","15,001","18,686","17,516","18,219","22,390","18,784","29,922","18,705","40,531","19,295","62,739","10,322","52,549","7,725","32,361","6,233","28,468","4,433","25,182","1,682","14,658",258,"3,688",0,0,0,0,0,0
24-Oct,3호선,314,홍제,98,7,"11,018","1,478","24,430","7,960","65,564","11,197","72,255","26,671","47,733","23,359","34,674","21,740","32,439","21,567","34,162","21,555","31,763","24,050","29,517","27,183","30,867","33,004","32,656","39,088","32,323","47,538","29,132","64,128","16,559","52,773","12,609","33,186","9,930","28,682","7,223","24,793","2,910","15,187",381,"3,632",0,0,0,0,0,0
24-Oct,3호선,315,무악재,13,1,"2,217",210,"5,686","1,529","17,479","3,293","20,330","6,000","12,763","4,365","9,237","4,310","7,926","4,387","7,643","4,868","6,897","5,567","6,267","6,279","6,128","8,051","6,418","10,024","7,041","12,231","7,000","17,125","3,595","14,699","2,582","8,831","2,048","8,301","1,376","6,811",600,"4,667",88,"1,162",0,0,0,0,0,0
24-Oct,3호선,316,독립문,260,5,"5,319",999,"6,757","6,506","16,046","16,362","20,271","25,398","17,100","23,567","15,358","22,638","15,979","16,276","18,049","15,587","17,176","16,249","18,131","15,178","21,180","15,479","21,477","15,429","20,584","16,742","18,390","17,860","9,149","14,771","6,882","9,928","5,380","8,599","3,672","7,398","1,439","4,454",151,"2,108",10,575,0,0,0,0
24-Oct,3호선,317,경복궁(정부서울청사),33,1,"2,391","1,723","6,257","15,531","14,176","43,930","21,855","140,569","22,451","112,434","21,983","84,004","31,330","78,067","41,843","69,439","51,498","71,802","64,206","63,355","80,252","51,663","97,692","45,134","114,031","43,664","126,722","45,585","58,975","28,607","53,656","14,231","47,803","11,834","28,220","10,046","10,136","5,537","1,081","1,496",1,29,0,0,0,0
24-Oct,3호선,318,안국,36,0,"1,932","2,288","3,359","25,702","6,207","92,410","11,286","131,815","17,983","101,183","21,850","84,159","29,352","85,740","41,406","72,157","48,155","69,017","62,753","63,661","84,314","51,767","108,212","44,756","139,639","38,650","139,391","31,770","65,621","15,674","50,896","8,669","41,555","7,364","21,812","6,504","6,922","3,556",812,"1,047",0,1,0,0,0,0
24-Oct,3호선,319,종로3가,49,0,"1,035","1,382","1,480","6,601","2,375","16,196","3,770","43,048","6,479","43,421","9,701","38,365","12,177","32,601","14,444","30,478","16,526","29,232","20,220","28,229","25,359","26,220","30,582","25,295","43,555","25,272","57,506","24,645","32,716","14,879","23,231","8,817","24,336","7,216","20,800","5,509","10,041","3,466","1,148","1,146",0,10,0,0,0,0
24-Oct,3호선,320,을지로3가,11,0,781,"1,109","1,531","9,702","4,295","34,563","8,321","74,243","11,524","31,699","12,102","16,893","12,218","15,544","12,445","15,377","14,681","16,425","17,467","14,314","19,347","14,543","23,976","17,305","45,551","20,453","67,235","24,170","28,558","14,743","21,159","8,070","21,220","6,446","18,266","4,927","9,926","3,063","1,509",855,2,5,0,0,0,0
24-Oct,3호선,321,충무로,0,0,0,0,1,0,2,0,9,0,4,0,22,0,23,0,21,0,23,0,25,0,27,0,24,0,33,0,28,0,28,0,10,0,9,0,12,0,7,0,5,0,0,0,0,0,0,0
24-Oct,3호선,322,동대입구,15,3,"1,738","1,186","2,955","9,696","5,809","16,516","8,806","66,313","8,799","43,757","10,826","42,778","13,462","33,058","15,200","26,769","22,119","31,680","25,014","22,640","26,997","20,361","34,155","21,973","44,920","25,150","47,129","26,109","24,350","13,071","32,846","7,202","24,617","6,821","20,718","5,088","4,992","3,098",586,"1,076",0,59,0,0,0,0
24-Oct,3호선,323,약수,115,3,"6,632","1,109","10,867","6,648","26,580","14,904","37,381","33,787","28,394","22,521","20,676","17,190","19,713","16,974","21,814","16,831","21,770","17,795","21,406","19,344","22,352","21,727","23,927","26,003","28,026","31,529","32,784","43,360","20,172","27,509","16,248","19,151","15,283","16,816","11,611","15,494","5,117","8,685",809,"3,557",2,434,0,0,0,0
24-Oct,3호선,324,금호,52,13,"4,547",674,"10,444","2,648","27,908","4,873","38,904","9,378","23,914","7,588","16,157","7,295","13,889","7,507","13,540","8,825","12,569","10,436","11,151","11,966","10,622","14,696","11,565","17,650","12,041","22,481","11,745","31,310","8,594","22,037","6,148","15,292","4,459","13,255","3,477","12,039","1,688","6,297",315,"1,633",0,1,0,0,0,0
24-Oct,3호선,325,옥수,208,1,"3,444",968,"9,487","4,272","23,565","7,996","33,444","13,529","23,243","11,254","16,939","9,176","15,687","11,468","14,817","12,364","15,198","14,111","15,216","14,945","15,406","18,362","16,236","20,820","17,493","27,846","18,233","35,970","12,605","25,801","10,424","17,718","9,259","15,199","6,093","13,966","2,593","6,507",367,"1,821",0,0,0,0,0,0
24-Oct,3호선,326,압구정,42,0,"3,093","2,515","8,399","25,219","16,376","51,348","25,744","138,034","22,956","147,152","27,978","81,992","34,511","67,673","40,454","54,581","46,070","56,579","56,401","51,615","64,459","50,012","75,805","50,553","99,203","58,534","133,873","59,035","90,392","33,826","73,041","18,211","52,913","14,870","35,939","12,325","11,185","6,622","1,628","2,213",2,227,0,1,0,0
24-Oct,3호선,327,신사,65,5,"3,510","1,732","6,623","17,476","12,333","39,813","18,359","101,903","17,434","131,649","20,872","67,381","27,142","49,593","30,230","46,994","36,916","48,597","43,380","45,955","51,146","42,744","61,467","45,503","88,937","54,316","122,044","65,341","85,542","35,291","59,007","19,944","58,056","15,250","46,246","12,617","20,242","8,167","2,919","3,318",0,1,0,0,0,0
24-Oct,3호선,328,잠원,3,1,"1,437",891,"4,819","9,325","13,955","7,934","19,004","10,077","12,672","6,977","9,503","5,037","9,102","5,489","9,405","6,268","8,808","7,328","7,310","7,312","9,510","9,077","12,512","9,102","12,257","11,900","9,479","15,436","5,462","10,812","4,147","7,162","4,127","6,920","2,668","7,532",764,"3,552",145,"1,113",0,0,0,0,0,0
24-Oct,3호선,329,고속터미널,195,2,"5,838","4,231","8,055","36,868","27,364","51,629","48,233","79,821","57,783","101,363","61,023","103,615","74,241","111,810","87,856","103,711","96,331","104,314","110,349","109,012","127,762","113,311","134,946","114,143","147,408","120,870","143,318","122,324","125,023","75,573","141,103","50,293","88,332","39,365","55,693","27,555","19,961","12,983","1,742","2,127",0,0,0,0,0,0
24-Oct,3호선,330,교대(법원.검찰청),63,1,"1,849",812,"4,954","8,171","10,989","20,578","16,159","48,017","14,552","38,117","16,151","18,905","20,912","13,300","22,723","13,289","27,035","13,334","31,214","11,835","33,084","11,623","35,910","12,534","53,340","17,315","69,994","20,667","34,202","11,602","30,813","6,401","28,619","5,603","23,964","5,167","8,219","3,072","1,286",892,0,0,0,0,0,0
24-Oct,3호선,331,남부터미널(예술의전당),30,4,"3,120","1,378","9,613","30,858","28,827","66,019","46,298","155,077","40,939","87,786","38,239","51,882","42,574","38,480","42,646","40,763","45,022","45,889","46,960","46,719","51,045","46,702","65,589","52,608","106,062","56,864","132,012","65,501","62,981","42,847","46,434","26,743","41,127","20,570","30,251","16,964","9,766","10,217",848,"2,641",0,2,0,0,0,0
24-Oct,3호선,332,양재(서초구청),60,2,"5,486","2,908","14,549","45,221","36,180","109,645","47,749","222,721","34,917","118,274","33,076","58,102","35,649","47,955","40,363","44,404","45,736","47,464","50,530","43,728","60,925","42,936","76,533","48,682","128,101","65,653","183,467","76,867","88,429","50,900","65,892","33,309","58,173","29,853","36,253","25,934","12,785","13,716","1,361","3,732",1,15,0,0,0,0
24-Oct,3호선,333,매봉,22,1,"1,870",706,"7,036","9,942","20,041","24,597","23,721","73,958","16,960","33,044","16,097","17,118","15,095","15,861","15,697","14,639","17,230","13,947","18,690","13,604","21,338","14,816","24,295","15,847","39,326","21,092","58,491","25,717","20,412","17,081","14,780","10,581","16,626","9,192","9,780","8,571","3,083","4,366",471,"1,328",1,77,0,0,0,0
24-Oct,3호선,334,도곡,76,3,"1,147",322,"4,459","4,577","12,095","14,486","15,341","21,535","10,320","16,616","8,302","8,257","8,388","8,107","8,547","7,549","8,533","8,056","8,992","8,187","10,618","8,446","14,124","9,292","17,822","11,168","17,826","13,123","9,078","10,495","6,889","6,721","6,206","6,086","4,749","5,313","1,297","3,053",226,"1,659",0,250,0,0,0,0
24-Oct,3호선,335,대치,44,0,"2,936",555,"13,295","8,507","30,252","19,910","30,816","30,783","20,140","20,166","16,398","15,238","15,302","13,842","18,239","18,484","18,318","23,093","16,840","19,997","18,642","22,861","21,322","29,448","33,058","38,557","29,967","36,153","19,585","24,334","15,280","14,844","19,080","13,880","37,902","11,996","3,891","6,585",371,"1,982",0,4,0,0,0,0
24-Oct,3호선,336,학여울,3,0,641,265,"2,038","2,043","4,919","3,382","5,001","8,997","3,758","5,768","3,113","4,449","3,201","3,240","3,533","3,823","3,921","4,514","4,071","4,215","4,580","3,985","6,018","3,745","8,497","4,567","8,443","5,190","2,609","3,940","2,167","2,666","1,815","2,397","1,273","2,046",300,"1,198",109,403,0,1,0,0,0,0
24-Oct,3호선,337,대청,85,2,"4,130","1,064","12,221","6,945","32,515","18,780","39,555","27,856","23,638","15,224","19,125","11,124","16,833","10,135","17,062","11,205","16,916","12,944","15,676","13,398","18,889","16,749","21,295","17,987","26,451","23,903","27,132","32,676","12,386","24,877","8,665","18,208","7,017","16,843","5,210","16,574","1,939","8,484",338,"2,728",0,22,0,0,0,0
24-Oct,3호선,338,일원,6,0,"2,507","1,708","9,154","11,852","26,308","33,070","26,296","27,187","19,734","21,081","19,410","17,848","20,353","13,142","19,352","15,940","17,188","17,109","18,895","16,194","23,725","15,498","32,771","15,210","36,595","17,990","19,134","23,558","10,831","18,627","7,701","12,913","5,277","11,575","3,727","12,491","1,360","4,855",174,"1,691",0,41,0,0,0,0
24-Oct,3호선,339,수서,126,3,"5,236","2,438","13,506","17,576","39,978","35,394","47,193","57,800","34,928","38,014","39,855","26,492","30,492","23,179","36,218","28,661","32,696","24,555","25,774","25,932","36,437","30,929","39,282","34,969","49,228","41,744","53,898","55,295","25,810","41,064","24,606","28,837","16,151","23,908","16,168","22,382","7,751","9,203",633,"3,287",0,280,0,0,0,0
24-Oct,3호선,340,가락시장,59,5,"3,147",733,"7,633","6,129","22,003","11,825","23,625","27,171","18,076","14,351","15,939","11,048","15,186","12,344","15,073","13,021","15,027","13,274","15,288","14,042","15,818","16,056","17,105","17,544","20,855","21,697","27,745","27,504","12,253","19,451","9,712","12,659","8,466","10,808","6,031","10,007","2,585","5,434",444,"1,686",2,40,0,0,0,0
24-Oct,3호선,341,경찰병원,6,1,"3,264",286,"8,282","3,622","24,703","9,743","26,437","27,766","16,486","15,455","12,459","8,794","11,631","7,334","10,755","8,567","10,538","10,071","10,762","9,316","11,218","10,061","10,701","10,852","16,449","16,204","19,709","22,649","7,403","17,930","5,658","11,264","4,648","9,681","3,335","9,058","1,015","5,349",140,"1,429",0,0,0,0,0,0
24-Oct,3호선,342,오금,22,0,"4,733",18,"9,650","2,383","30,439","6,510","32,534","13,376","17,472","6,477","10,961","5,709","8,891","5,201","9,584","6,220","8,751","6,851","7,662","7,269","7,510","9,487","9,173","11,199","11,327","16,157","12,520","23,343","4,958","16,532","3,774","11,206","3,020","10,074","2,314","11,332",746,"5,805",119,"2,037",0,1,0,0,0,0
24-Oct,4호선,409,당고개,140,2,"9,419",48,"17,733","5,145","46,211","7,282","38,198","11,398","24,984","10,806","17,963","9,809","16,711","10,349","16,115","10,331","16,064","11,317","14,494","12,466","13,896","14,598","14,838","17,749","14,273","21,318","12,839","28,227","8,044","25,114","5,665","17,410","4,564","16,145","3,120","14,414","1,394","10,214",299,"3,524",2,387,0,0,0,0
24-Oct,4호선,410,상계,89,12,"16,443",284,"40,240","7,076","87,121","19,158","75,943","22,012","48,944","19,072","35,518","16,363","31,751","18,160","33,107","22,245","31,399","23,215","26,608","24,948","26,459","31,293","28,362","40,015","28,964","50,760","26,284","69,654","16,468","61,435","13,014","38,630","12,091","34,127","12,329","30,599","3,959","20,328",612,"5,747",1,622,0,0,0,0
24-Oct,4호선,411,노원,242,8,"14,485",845,"25,279","9,847","55,941","17,148","61,277","38,414","38,814","37,920","32,109","29,299","32,931","30,114","36,169","33,643","35,938","37,749","35,325","36,653","37,497","40,794","39,326","51,728","40,838","65,045","40,388","89,728","29,560","69,646","30,132","42,384","27,646","37,092","24,152","32,702","10,821","21,138","2,300","7,143",5,784,0,0,0,0
24-Oct,4호선,412,창동,"2,539",77,"18,027","2,503","39,997","13,068","90,634","21,645","84,766","48,353","56,338","37,732","47,348","33,418","46,155","33,965","47,249","40,268","43,644","47,382","42,612","50,004","45,558","54,012","51,008","63,867","51,669","75,270","52,731","98,725","30,783","79,574","24,300","49,658","21,567","43,887","17,048","39,407","7,668","23,632","1,369","7,843",2,184,0,0,0,0
24-Oct,4호선,413,쌍문,223,13,"26,824","1,333","54,808","9,474","124,058","16,488","132,977","29,655","83,135","22,911","58,517","21,807","50,099","23,973","51,305","28,644","46,373","32,375","39,967","35,372","37,697","47,451","40,013","59,567","40,129","76,339","36,119","107,973","23,894","99,582","17,516","63,014","13,798","56,183","10,603","51,443","4,886","32,225",707,"9,643",0,16,0,0,0,0
24-Oct,4호선,414,수유(강북구청),127,17,"24,004","3,494","47,670","11,685","113,629","21,539","128,374","55,546","84,274","39,635","60,690","32,922","58,119","35,094","59,524","37,728","56,597","43,766","52,763","46,897","51,790","57,366","56,235","74,745","59,097","90,723","64,341","127,597","39,617","110,544","29,820","72,848","25,961","66,754","21,090","59,753","11,483","40,094","1,888","9,399",0,0,0,1,0,0
24-Oct,4호선,415,미아(서울사이버대학),16,0,"12,983","1,553","21,540","6,420","48,724","17,681","54,544","39,838","37,465","22,904","29,122","18,439","26,898","21,441","28,415","19,358","26,399","21,606","26,300","23,707","25,407","27,601","31,405","32,227","31,082","38,474","31,113","48,683","17,896","39,216","12,476","25,304","11,342","23,013","8,317","19,837","3,018","13,686",409,"3,433",0,0,0,0,0,0
24-Oct,4호선,416,미아사거리,82,3,"16,313","3,545","37,384","9,182","89,960","21,378","100,515","34,387","63,617","32,200","46,849","29,784","43,607","32,240","45,277","33,333","44,311","37,583","41,477","40,143","45,212","50,856","49,959","59,842","43,619","74,585","43,265","100,877","30,451","77,059","28,964","48,444","18,283","43,761","12,616","37,690","5,965","22,021",980,"4,956",0,0,0,0,0,0
24-Oct,4호선,417,길음,27,3,"11,609","1,746","34,141","7,752","89,317","15,836","90,940","36,592","53,535","28,223","37,663","25,409","33,213","28,421","35,014","26,408","33,155","31,110","30,550","32,359","33,830","35,340","37,901","43,638","37,360","58,766","37,014","81,417","19,948","63,703","15,862","41,262","12,833","38,027","12,039","35,494","4,751","20,467",702,"5,358",0,0,0,0,0,0
24-Oct,4호선,418,성신여대입구(돈암),36,11,"6,690","1,998","20,471","7,517","49,676","17,327","57,441","45,173","42,751","30,966","33,852","25,852","35,008","35,464","39,027","30,954","38,964","33,808","40,686","36,963","41,911","37,033","45,531","45,145","53,013","56,525","52,763","72,804","34,162","55,819","31,138","39,127","31,400","36,296","28,331","33,153","12,805","21,637","2,193","6,048",0,3,0,0,0,0
24-Oct,4호선,419,한성대입구(삼선교),105,1,"7,311","1,383","13,437","9,819","30,119","18,675","38,333","35,138","28,482","28,064","21,989","24,971","21,296","24,706","24,322","24,143","26,053","23,713","25,818","24,503","30,111","23,554","37,113","27,307","38,903","34,099","35,003","37,373","22,211","29,721","19,519","20,474","16,876","19,100","12,016","18,053","5,400","10,945",779,"5,762",0,"1,519",0,0,0,0
24-Oct,4호선,420,혜화,26,1,"3,574","2,093","7,769","22,734","18,015","51,226","22,883","120,384","27,060","94,070","34,010","73,590","40,336","72,173","44,660","82,435","47,494","99,510","62,927","85,732","88,624","68,523","100,727","69,065","117,470","78,271","125,538","85,846","79,760","58,578","83,810","23,651","105,562","22,199","89,724","19,058","30,640","11,517","3,848","3,522",3,453,0,0,0,0
24-Oct,4호선,421,동대문,184,4,"4,931","2,428","3,327","15,229","5,485","34,878","8,477","68,567","14,427","66,988","20,784","64,220","28,356","58,100","34,719","51,191","41,712","47,719","51,856","44,626","60,347","38,163","72,724","30,708","88,589","24,527","63,982","21,753","36,636","22,918","28,611","16,299","26,395","11,376","20,925","8,333","8,834","6,215","1,405","1,546",5,120,0,0,0,0
24-Oct,4호선,422,동대문역사문화공원(DDP),370,1,"7,399","1,550","5,381","13,656","9,854","30,725","15,925","67,082","20,600","44,224","22,118","35,410","22,991","33,558","26,067","31,459","29,494","31,824","36,005","31,615","44,604","30,009","52,621","29,102","72,176","30,483","84,562","32,734","50,886","33,559","41,067","23,274","37,461","19,885","29,643","16,444","15,529","10,771","2,723","2,965",1,221,0,0,0,0
24-Oct,4호선,423,충무로,45,4,"3,748","3,080","6,316","22,125","13,399","60,956","24,472","183,057","32,062","108,330","35,460","67,620","37,117","57,389","36,796","52,380","42,903","52,522","51,296","45,477","58,492","42,082","71,363","44,755","110,742","49,173","157,609","52,047","73,311","33,472","57,607","24,644","53,664","24,692","41,061","22,998","23,453","15,222","4,372","4,298",9,144,0,0,0,0
24-Oct,4호선,424,명동,33,1,"1,978","1,898","4,503","25,187","9,685","56,227","20,322","134,490","35,152","109,065","40,779","79,254","46,342","79,957","49,198","85,120","55,026","82,588","68,443","79,700","87,035","80,317","101,659","83,752","114,737","86,561","151,585","81,923","94,526","63,539","86,548","47,111","83,737","33,475","77,325","19,620","32,130","9,844","1,912","2,830",0,124,0,0,0,0
24-Oct,4호선,425,회현(남대문시장),19,1,"1,585",834,"3,690","23,289","6,055","54,949","11,047","149,287","15,688","106,075","21,558","91,314","32,856","89,651","44,443","75,415","56,801","68,070","72,304","62,694","86,383","49,817","104,245","37,268","124,252","28,365","127,666","23,165","61,827","13,819","56,492","8,446","22,882","7,813","13,053","6,944","4,613","4,171",601,"1,236",1,79,0,0,0,0
24-Oct,4호선,426,서울역,256,13,"4,903","1,088","6,806","21,830","13,207","43,530","17,631","96,023","16,978","62,514","15,814","37,580","17,777","35,602","18,246","39,541","17,853","42,345","18,770","39,021","21,301","42,092","27,912","44,102","51,389","47,823","65,510","48,385","27,167","36,064","18,515","27,606","16,225","25,765","11,484","20,356","5,079","9,886",634,"2,941",0,215,0,0,0,0
